ActivityStartDate,ActivityStartTime/Time,ActivityEndDate,ActivityEndTime/Time,MonitoringLocationIdentifier,ActivityDepthHeightMeasure/MeasureValue,ActivityMediaName,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultStatusIdentifier,MeasureQualifierCode,DetectionQuantitationLimitMeasure/MeasureValue,ResultDetectionConditionText,ProjectIdentifier,ResultAnalyticalMethod/MethodName,ProviderName,ActivityDepthHeightMeasure/MeasureUnitCode
2013-12-03,,,,21OHIO_WQX-302461,,Water,Total solids,85.8,%,Final,,,,1734,OEPA Method,STORET,
2013-12-02,,,,21OHIO_WQX-302458,,Water,Cadmium,68.6,mg/kg,Final,,,,1734,SM 3113B,STORET,
2013-10-01,,,,21OHDGW_WQX-39FRA00404,,Water,Bromide,47.5,ug/L,Final,,,,41,USEPA 300.1,STORET,
2013-12-03,,,,21OHIO_WQX-302461,,Water,Zinc,3950.0,mg/kg,Final,,,,1734,USEPA 200.7,STORET,
2013-12-02,,,,21OHIO_WQX-302455,,Water,Zinc,1420.0,mg/kg,Final,,,,1734,USEPA 200.7,STORET,
2013-12-03,,,,21OHIO_WQX-302460,,Water,Zinc,5610.0,mg/kg,Final,,,,1734,USEPA 200.7,STORET,
2013-04-23,,,,21OHDGW_WQX-39FRA00404,,Water,Cadmium,,,Final,,0.2,Present Below Quantification Limit,41,,STORET,
2013-12-02,,,,21OHIO_WQX-302464,,Water,Cadmium,1.54,mg/kg,Final,,,,1734,SM 3113B,STORET,
2013-12-03,,,,21OHIO_WQX-302463,,Water,Cadmium,24.7,mg/kg,Final,,,,1734,SM 3113B,STORET,
2013-12-02,,,,21OHIO_WQX-302456,,Water,Total solids,70.3,%,Final,,,,1734,OEPA Method,STORET,
2013-10-01,,,,21OHDGW_WQX-39FRA00404,,Water,Specific conductance,1006.0,mho/cm,Final,,,,41,,STORET,
2013-12-03,,,,21OHIO_WQX-302462,,Water,Total solids,68.2,%,Final,,,,1734,OEPA Method,STORET,
2013-12-02,,,,21OHIO_WQX-302454,,Water,Total solids,78.2,%,Final,,,,1734,OEPA Method,STORET,
2013-12-03,,,,21OHIO_WQX-302462,,Water,Zinc,5190.0,mg/kg,Final,,,,1734,USEPA 200.7,STORET,
2013-12-02,,,,21OHIO_WQX-302456,,Water,Total solids,23.3,%,Final,,,,1734,OEPA Method,STORET,
2013-04-23,,,,21OHDGW_WQX-39FRA00404,,Water,Total dissolved solids,568.0,mg/L,Final,,,,41,SM 2540C,STORET,
2013-04-23,,,,21OHDGW_WQX-39FRA00404,,Water,Bromide,69.5,ug/L,Final,,,,41,USEPA 300.1,STORET,
2013-04-23,,,,21OHDGW_WQX-39FRA00404,,Water,Chromium,,,Final,,2.0,Present Below Quantification Limit,41,,STORET,
2013-12-02,,,,21OHIO_WQX-302451,,Water,Cadmium,31.3,mg/kg,Final,,,,1734,SM 3113B,STORET,
2013-12-02,,,,21OHIO_WQX-302452,,Water,Cadmium,13.8,mg/kg,Final,,,,1734,SM 3113B,STORET,
2013-12-02,,,,21OHIO_WQX-302453,,Water,Zinc,1220.0,mg/kg,Final,,,,1734,USEPA 200.7,STORET,
2013-10-01,,,,21OHDGW_WQX-39FRA00404,,Water,Fluoride,0.43,mg/L,Final,,,,41,SM 4500-FC,STORET,
2013-12-02,,,,21OHIO_WQX-302454,,Water,Cadmium,18.0,mg/kg,Final,,,,1734,SM 3113B,STORET,
2013-12-02,,,,21OHIO_WQX-302458,,Water,Total solids,81.1,%,Final,,,,1734,OEPA Method,STORET,
2013-12-03,,,,21OHIO_WQX-302461,,Water,Total solids,70.5,%,Final,,,,1734,OEPA Method,STORET,
2013-12-02,,,,21OHIO_WQX-302454,,Water,Zinc,1270.0,mg/kg,Final,,,,1734,USEPA 200.7,STORET,
2013-12-03,,,,21OHIO_WQX-302460,,Water,Total solids,72.1,%,Final,,,,1734,OEPA Method,STORET,
2013-12-03,,,,21OHIO_WQX-302461,,Water,Cadmium,6.2,mg/kg,Final,,,,1734,SM 3113B,STORET,
2013-12-03,,,,21OHIO_WQX-302461,,Water,Cadmium,5.54,mg/kg,Final,,,,1734,SM 3113B,STORET,
2013-12-02,,,,21OHIO_WQX-302451,,Water,Total solids,75.9,%,Final,,,,1734,OEPA Method,STORET,
2013-12-02,,,,21OHIO_WQX-302452,,Water,Zinc,1020.0,mg/kg,Final,,,,1734,USEPA 200.7,STORET,
2013-12-02,,,,21OHIO_WQX-302458,,Water,Zinc,1310.0,mg/kg,Final,,,,1734,USEPA 200.7,STORET,
2013-12-03,,,,21OHIO_WQX-302460,,Water,Zinc,211.0,mg/kg,Final,,,,1734,USEPA 200.7,STORET,
2013-04-23,,,,21OHDGW_WQX-39FRA00404,,Water,Carbon,,,Final,,2.0,Present Below Quantification Limit,41,,STORET,
2013-12-02,,,,21OHIO_WQX-302455,,Water,Cadmium,30.1,mg/kg,Final,,,,1734,SM 3113B,STORET,
2013-12-03,,,,21OHIO_WQX-302461,,Water,Zinc,301.0,mg/kg,Final,,,,1734,USEPA 200.7,STORET,
2013-10-01,,,,21OHDGW_WQX-39FRA00404,,Water,Iron,1350.0,ug/L,Final,,,,41,USEPA 200.7,STORET,
2013-12-02,,,,21OHIO_WQX-302451,,Water,Zinc,1050.0,mg/kg,Final,,,,1734,USEPA 200.7,STORET,
2013-12-03,,,,21OHIO_WQX-302460,,Water,Cadmium,14.6,mg/kg,Final,,,,1734,SM 3113B,STORET,
2013-04-23,,,,21OHDGW_WQX-39FRA00404,,Water,"Temperature, water",16.5,deg C,Final,,,,41,,STORET,
2013-12-02,,,,21OHIO_WQX-302456,,Water,Zinc,2440.0,mg/kg,Final,,,,1734,USEPA 200.7,STORET,
2013-12-03,,,,21OHIO_WQX-302462,,Water,Cadmium,84.4,mg/kg,Final,,,,1734,SM 3113B,STORET,
2013-12-03,,,,21OHIO_WQX-302461,,Water,Total solids,73.1,%,Final,,,,1734,OEPA Method,STORET,
2013-12-02,,,,21OHIO_WQX-302459,,Water,Total solids,65.6,%,Final,,,,1734,OEPA Method,STORET,
2013-12-02,,,,21OHIO_WQX-302454,,Water,Cadmium,1.25,mg/kg,Final,,,,1734,SM 3113B,STORET,
2013-12-02,,,,21OHIO_WQX-302459,,Water,Total solids,58.2,%,Final,,,,1734,OEPA Method,STORET,
2013-04-23,,,,21OHDGW_WQX-39FRA00404,,Water,Calcium,122.0,mg/L,Final,,,,41,OEPA Method,STORET,
2013-10-01,,,,21OHDGW_WQX-39FRA00404,,Water,Chemical oxygen demand,,,Final,,20.0,Present Below Quantification Limit,41,,STORET,
2013-12-03,,,,21OHIO_WQX-302463,,Water,Total solids,81.9,%,Final,,,,1734,OEPA Method,STORET,
2013-10-01,,,,21OHDGW_WQX-39FRA00404,,Water,Phosphorus,,,Final,,0.01,Present Below Quantification Limit,41,,STORET,
2013-12-03,,,,21OHIO_WQX-302460,,Water,Total solids,62.6,%,Final,,,,1734,OEPA Method,STORET,
2013-04-23,,,,21OHDGW_WQX-39FRA00404,,Water,Kjeldahl nitrogen,0.44,mg/L,Final,,,,41,USEPA 351.2,STORET,
2013-12-03,,,,21OHIO_WQX-302462,,Water,Cadmium,2.93,mg/kg,Final,,,,1734,SM 3113B,STORET,
2013-12-02,,,,21OHIO_WQX-302457,,Water,Cadmium,76.7,mg/kg,Final,,,,1734,SM 3113B,STORET,
2013-12-02,,,,21OHIO_WQX-302454,,Water,Zinc,938.0,mg/kg,Final,,,,1734,USEPA 200.7,STORET,
2013-12-02,,,,21OHIO_WQX-302456,,Water,Cadmium,111.0,mg/kg,Final,,,,1734,SM 3113B,STORET,
2013-12-02,,,,21OHIO_WQX-302454,,Water,Zinc,176.0,mg/kg,Final,,,,1734,USEPA 200.7,STORET,
2013-12-02,,,,21OHIO_WQX-302453,,Water,Cadmium,19.2,mg/kg,Final,,,,1734,SM 3113B,STORET,
2013-12-02,,,,21OHIO_WQX-302457,,Water,Total solids,73.2,%,Final,,,,1734,OEPA Method,STORET,
2013-12-02,,,,21OHIO_WQX-302457,,Water,Total solids,78.0,%,Final,,,,1734,OEPA Method,STORET,
2013-04-23,,,,21OHDGW_WQX-39FRA00404,,Water,pH,7.0,,Final,,,,41,,STORET,
2013-12-02,,,,21OHIO_WQX-302458,,Water,Zinc,6270.0,mg/kg,Final,,,,1734,USEPA 200.7,STORET,
2013-12-03,,,,21OHIO_WQX-302462,,Water,Cadmium,43.3,mg/kg,Final,,,,1734,SM 3113B,STORET,
2013-10-01,,,,21OHDGW_WQX-39FRA00404,,Water,Chromium,,,Final,,2.0,Present Below Quantification Limit,41,,STORET,
2013-10-01,,,,21OHDGW_WQX-39FRA00404,,Water,Lead,,,Final,,2.0,Present Below Quantification Limit,41,,STORET,
2013-12-02,,,,21OHIO_WQX-302457,,Water,Zinc,3950.0,mg/kg,Final,,,,1734,USEPA 200.7,STORET,
2013-12-02,,,,21OHIO_WQX-302455,,Water,Zinc,3390.0,mg/kg,Final,,,,1734,USEPA 200.7,STORET,
2013-04-23,,,,21OHDGW_WQX-39FRA00404,,Water,Phosphorus,0.023,mg/L,Final,,,,41,USEPA 365.4,STORET,
2013-12-03,,,,21OHIO_WQX-302462,,Water,Cadmium,10.4,mg/kg,Final,,,,1734,SM 3113B,STORET,
2013-06-03,,,,21OHIO_WQX-600840,,Water,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,1.25,mg/L,Final,,,,1734,USEPA 350.1,STORET,
2013-12-02,,,,21OHIO_WQX-302454,,Water,Total solids,37.0,%,Final,,,,1734,OEPA Method,STORET,
2013-12-03,,,,21OHIO_WQX-302460,,Water,Total solids,74.9,%,Final,,,,1734,OEPA Method,STORET,
2013-12-03,,,,21OHIO_WQX-302461,,Water,Zinc,785.0,mg/kg,Final,,,,1734,USEPA 200.7,STORET,
2013-12-02,,,,21OHIO_WQX-302458,,Water,Total solids,69.3,%,Final,,,,1734,OEPA Method,STORET,
2013-12-02,,,,21OHIO_WQX-302457,,Water,Cadmium,90.0,mg/kg,Final,,,,1734,SM 3113B,STORET,
2013-12-02,,,,21OHIO_WQX-302458,,Water,Cadmium,23.0,mg/kg,Final,,,,1734,SM 3113B,STORET,
2013-12-03,,,,21OHIO_WQX-302460,,Water,Zinc,5340.0,mg/kg,Final,,,,1734,USEPA 200.7,STORET,
2013-04-23,,,,21OHDGW_WQX-39FRA00404,,Water,Oxidation reduction potential (ORP),-27.0,mV,Final,,,,41,,STORET,
2013-12-02,,,,21OHIO_WQX-302459,,Water,Total solids,56.8,%,Final,,,,1734,OEPA Method,STORET,
2013-12-02,,,,21OHIO_WQX-302452,,Water,Total solids,74.1,%,Final,,,,1734,OEPA Method,STORET,
2013-04-23,,,,21OHDGW_WQX-39FRA00404,,Water,Aluminum,,,Final,,200.0,Present Below Quantification Limit,41,,STORET,
2013-12-02,,,,21OHIO_WQX-302454,,Water,Zinc,145.0,mg/kg,Final,,,,1734,USEPA 200.7,STORET,
2013-12-03,,,,21OHIO_WQX-302463,,Water,Zinc,2570.0,mg/kg,Final,,,,1734,USEPA 200.7,STORET,
2013-12-03,,,,21OHIO_WQX-302462,,Water,Cadmium,48.8,mg/kg,Final,,,,1734,SM 3113B,STORET,
2013-12-02,,,,21OHIO_WQX-302452,,Water,Cadmium,66.3,mg/kg,Final,,,,1734,SM 3113B,STORET,
2013-04-23,,,,21OHDGW_WQX-39FRA00404,,Water,"Hardness, Ca, Mg",445.0,mg/L,Final,,,,41,USEPA 200.7,STORET,
2013-12-02,,,,21OHIO_WQX-302457,,Water,Total solids,43.8,%,Final,,,,1734,OEPA Method,STORET,
2013-12-02,,,,21OHIO_WQX-302457,,Water,Total solids,80.3,%,Final,,,,1734,OEPA Method,STORET,
2013-12-02,,,,21OHIO_WQX-302457,,Water,Total solids,78.0,%,Final,,,,1734,OEPA Method,STORET,
2013-12-02,,,,21OHIO_WQX-302458,,Water,Total solids,74.6,%,Final,,,,1734,OEPA Method,STORET,
2013-12-03,,,,21OHIO_WQX-302463,,Water,Cadmium,29.0,mg/kg,Final,,,,1734,SM 3113B,STORET,
2013-12-03,,,,21OHIO_WQX-302461,,Water,Total solids,77.0,%,Final,,,,1734,OEPA Method,STORET,
2013-12-02,,,,21OHIO_WQX-302458,,Water,Zinc,2490.0,mg/kg,Final,,,,1734,USEPA 200.7,STORET,
2013-10-01,,,,21OHDGW_WQX-39FRA00404,,Water,Zinc,,,Final,,10.0,Present Below Quantification Limit,41,,STORET,
2013-12-02,,,,21OHIO_WQX-302459,,Water,Zinc,1420.0,mg/kg,Final,,,,1734,USEPA 200.7,STORET,
2013-12-03,,,,21OHIO_WQX-302460,,Water,Zinc,3120.0,mg/kg,Final,,,,1734,USEPA 200.7,STORET,
2013-12-02,,,,21OHIO_WQX-302458,,Water,Cadmium,20.2,mg/kg,Final,,,,1734,SM 3113B,STORET,
2013-12-03,,,,21OHIO_WQX-302461,,Water,Total solids,78.4,%,Final,,,,1734,OEPA Method,STORET,
2013-12-03,,,,21OHIO_WQX-302463,,Water,Total solids,81.1,%,Final,,,,1734,OEPA Method,STORET,
2013-12-02,,,,21OHIO_WQX-302454,,Water,Total solids,84.1,%,Final,,,,1734,OEPA Method,STORET,
2013-12-02,,,,21OHIO_WQX-302453,,Water,Total solids,82.5,%,Final,,,,1734,OEPA Method,STORET,
2013-12-03,,,,21OHIO_WQX-302462,,Water,Total solids,74.7,%,Final,,,,1734,OEPA Method,STORET,
2013-12-03,,,,21OHIO_WQX-302462,,Water,Zinc,9610.0,mg/kg,Final,,,,1734,USEPA 200.7,STORET,
2013-12-02,,,,21OHIO_WQX-302454,,Water,Total solids,79.5,%,Final,,,,1734,OEPA Method,STORET,
2013-04-23,,,,21OHDGW_WQX-39FRA00404,,Water,Total dissolved solids,674.0,mg/L,Final,,,,41,,STORET,
2013-04-23,,,,21OHDGW_WQX-39FRA00404,,Water,Lead,,,Final,,2.0,Present Below Quantification Limit,41,,STORET,
2013-12-02,,,,21OHIO_WQX-302451,,Water,Cadmium,3.42,mg/kg,Final,,,,1734,SM 3113B,STORET,
2013-12-02,,,,21OHIO_WQX-302453,,Water,Cadmium,24.0,mg/kg,Final,,,,1734,SM 3113B,STORET,
2013-12-02,,,,21OHIO_WQX-302464,,Water,Total solids,85.3,%,Final,,,,1734,OEPA Method,STORET,
2013-04-23,,,,21OHDGW_WQX-39FRA00404,,Water,Sodium,50.0,mg/L,Final,,,,41,USEPA 200.7,STORET,
2013-10-01,,,,21OHDGW_WQX-39FRA00404,,Water,pH,7.13,,Final,,,,41,,STORET,
2013-12-03,,,,21OHIO_WQX-302462,,Water,Zinc,220.0,mg/kg,Final,,,,1734,USEPA 200.7,STORET,
2013-12-03,,,,21OHIO_WQX-302460,,Water,Total solids,67.9,%,Final,,,,1734,OEPA Method,STORET,
2013-12-02,,,,21OHIO_WQX-302457,,Water,Total solids,64.9,%,Final,,,,1734,OEPA Method,STORET,
2013-12-03,,,,21OHIO_WQX-302462,,Water,Total solids,73.9,%,Final,,,,1734,OEPA Method,STORET,
2013-12-02,,,,21OHIO_WQX-302459,,Water,Cadmium,107.0,mg/kg,Final,,,,1734,SM 3113B,STORET,
2013-10-01,,,,21OHDGW_WQX-39FRA00404,,Water,"Hardness, Ca, Mg",436.0,mg/L,Final,,,,41,USEPA 200.7,STORET,
2013-12-02,,,,21OHIO_WQX-302451,,Water,Total solids,53.5,%,Final,,,,1734,OEPA Method,STORET,
2013-12-02,,,,21OHIO_WQX-302451,,Water,Cadmium,21.8,mg/kg,Final,,,,1734,SM 3113B,STORET,
2013-12-02,,,,21OHIO_WQX-302453,,Water,Zinc,505.0,mg/kg,Final,,,,1734,USEPA 200.7,STORET,
2013-10-01,,,,21OHDGW_WQX-39FRA00404,,Water,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,,,Final,,0.1,Present Below Quantification Limit,41,,STORET,
2013-10-01,,,,21OHDGW_WQX-39FRA00404,,Water,Ammonia,0.059,mg/L,Final,,,,41,SM 4500-NH3BE,STORET,
2013-12-02,,,,21OHIO_WQX-302452,,Water,Total solids,47.4,%,Final,,,,1734,OEPA Method,STORET,
2013-12-03,,,,21OHIO_WQX-302461,,Water,Total solids,77.8,%,Final,,,,1734,OEPA Method,STORET,
2013-10-01,,,,21OHDGW_WQX-39FRA00404,,Water,Nickel,3.3,ug/L,Final,,,,41,USEPA 200.7,STORET,
2013-12-03,,,,21OHIO_WQX-203215,,Water,Cadmium,47.1,ug/L,Final,,,,1713,SM 3113B,STORET,
2013-12-02,,,,21OHIO_WQX-302457,,Water,Zinc,5680.0,mg/kg,Final,,,,1734,USEPA 200.7,STORET,
2013-10-01,,,,21OHDGW_WQX-39FRA00404,,Water,Barium,131.0,ug/L,Final,,,,41,USEPA 200.7,STORET,
2013-12-02,,,,21OHIO_WQX-302459,,Water,Total solids,71.7,%,Final,,,,1734,OEPA Method,STORET,
2013-12-03,,,,21OHIO_WQX-302461,,Water,Cadmium,1.19,mg/kg,Final,,,,1734,SM 3113B,STORET,
2013-12-02,,,,21OHIO_WQX-302457,,Water,Zinc,2490.0,mg/kg,Final,,,,1734,USEPA 200.7,STORET,
2013-12-03,,,,21OHIO_WQX-302463,,Water,Zinc,3280.0,mg/kg,Final,,,,1734,USEPA 200.7,STORET,
2013-12-03,,,,21OHIO_WQX-302461,,Water,Cadmium,2.0,mg/kg,Final,,,,1734,SM 3113B,STORET,
2013-12-02,,,,21OHIO_WQX-302455,,Water,Cadmium,20.8,mg/kg,Final,,,,1734,SM 3113B,STORET,
2013-12-02,,,,21OHIO_WQX-302456,,Water,Cadmium,37.5,mg/kg,Final,,,,1734,SM 3113B,STORET,
2013-12-03,,,,21OHIO_WQX-302460,,Water,Cadmium,40.2,mg/kg,Final,,,,1734,SM 3113B,STORET,
2013-12-02,,,,21OHIO_WQX-302455,,Water,Cadmium,150.0,mg/kg,Final,,,,1734,SM 3113B,STORET,
2013-12-02,,,,21OHIO_WQX-302456,,Water,Total solids,86.1,%,Final,,,,1734,OEPA Method,STORET,
2013-04-23,,,,21OHDGW_WQX-39FRA00404,,Water,Potassium,3.0,mg/L,Final,,,,41,USEPA 200.7,STORET,
2013-12-03,,,,21OHIO_WQX-302462,,Water,Cadmium,69.3,mg/kg,Final,,,,1734,SM 3113B,STORET,
2013-12-02,,,,21OHIO_WQX-302457,,Water,Total solids,83.1,%,Final,,,,1734,OEPA Method,STORET,
2013-12-02,,,,21OHIO_WQX-302455,,Water,Total solids,72.3,%,Final,,,,1734,OEPA Method,STORET,
2013-12-02,,,,21OHIO_WQX-302456,,Water,Cadmium,7.29,mg/kg,Final,,,,1734,SM 3113B,STORET,
2013-12-02,,,,21OHIO_WQX-302456,,Water,Zinc,2750.0,mg/kg,Final,,,,1734,USEPA 200.7,STORET,
2013-12-02,,,,21OHIO_WQX-302452,,Water,Zinc,1090.0,mg/kg,Final,,,,1734,USEPA 200.7,STORET,
2013-12-02,,,,21OHIO_WQX-302455,,Water,Total solids,51.5,%,Final,,,,1734,OEPA Method,STORET,
2013-12-03,,,,21OHIO_WQX-302461,,Water,Cadmium,10.1,mg/kg,Final,,,,1734,SM 3113B,STORET,
2013-12-03,,,,21OHIO_WQX-302462,,Water,Cadmium,45.5,mg/kg,Final,,,,1734,SM 3113B,STORET,
2013-12-02,,,,21OHIO_WQX-302459,,Water,Total solids,47.5,%,Final,,,,1734,OEPA Method,STORET,
2013-10-01,,,,21OHDGW_WQX-39FRA00404,,Water,Kjeldahl nitrogen,0.23,mg/L,Final,,,,41,USEPA 351.2,STORET,
2013-12-02,,,,21OHIO_WQX-302457,,Water,Cadmium,123.0,mg/kg,Final,,,,1734,SM 3113B,STORET,
2013-12-02,,,,21OHIO_WQX-302452,,Water,Cadmium,25.9,mg/kg,Final,,,,1734,SM 3113B,STORET,
2013-12-02,,,,21OHIO_WQX-302459,,Water,Total solids,35.1,%,Final,,,,1734,OEPA Method,STORET,
2013-12-02,,,,21OHIO_WQX-302452,,Water,Zinc,1220.0,mg/kg,Final,,,,1734,USEPA 200.7,STORET,
2013-10-01,,,,21OHDGW_WQX-39FRA00404,,Water,Aluminum,,,Final,,200.0,Present Below Quantification Limit,41,,STORET,
2013-12-03,,,,21OHIO_WQX-302460,,Water,Cadmium,34.8,mg/kg,Final,,,,1734,SM 3113B,STORET,
2013-12-02,,,,21OHIO_WQX-302455,,Water,Total solids,59.7,%,Final,,,,1734,OEPA Method,STORET,
2013-12-02,,,,21OHIO_WQX-302459,,Water,Zinc,7920.0,mg/kg,Final,,,,1734,USEPA 200.7,STORET,
2013-12-02,,,,21OHIO_WQX-302459,,Water,Zinc,7880.0,mg/kg,Final,,,,1734,USEPA 200.7,STORET,
2013-12-03,,,,21OHIO_WQX-302462,,Water,Total solids,76.2,%,Final,,,,1734,OEPA Method,STORET,
2013-12-02,,,,21OHIO_WQX-302459,,Water,Cadmium,105.0,mg/kg,Final,,,,1734,SM 3113B,STORET,
2013-12-02,,,,21OHIO_WQX-302458,,Water,Cadmium,2.0,mg/kg,Final,,,,1734,SM 3113B,STORET,
2019-11-19,10:00:00,,,21OHIO_WQX-V07W06,,Water,Cyanide,7.58,ug/L,Final,,3.0,,1708,D7237 ~ Free Cyanide & Aquatic Free Cyanide and Aquatic Free Cyanide w/flow,STORET,
2019-11-18,09:54:00,2019-11-19,09:39:00,21OHIO_WQX-V07W06,,Water,Total Kjeldahl nitrogen (Organic N & NH3),1.48,mg/L,Final,,0.6,,1708,351.2 ~ EPA; Total Kjeldahl Nitrogen by Colorimetry,STORET,
2019-11-18,09:54:00,2019-11-19,09:39:00,21OHIO_WQX-V07W06,,Water,Chemical oxygen demand,20.9,mg/L,Final,,20.0,,1708,5220 D ~ Chemical Oxygen Demand by Colorimetry- Closed Reflux,STORET,
2019-11-18,09:54:00,2019-11-19,09:39:00,21OHIO_WQX-V07W06,,Water,Beryllium,,,Final,,0.2,Below Reporting Limit,1708,200.8 ~ EPA; Metals in Waters by ICP/MS,STORET,
2019-11-18,09:54:00,2019-11-19,09:39:00,21OHIO_WQX-V07W06,,Water,Zinc,70.5,ug/L,Final,,10.0,,1708,Metals in Water by ICP-AES,STORET,
2019-11-18,09:54:00,2019-11-19,09:39:00,21OHIO_WQX-V07W06,,Water,Calcium,56.5,mg/L,Final,,2.0,,1708,Metals in Water by ICP-AES,STORET,
2019-11-19,10:00:00,,,21OHIO_WQX-V07W06,,Water,"Temperature, water",18.47,deg C,Final,,,,1708,,STORET,
2019-11-18,09:54:00,2019-11-19,09:39:00,21OHIO_WQX-V07W06,,Water,Sodium,107.0,mg/L,Final,,5.0,,1708,Metals in Water by ICP-AES,STORET,
2019-11-18,09:54:00,2019-11-19,09:39:00,21OHIO_WQX-V07W06,,Water,Manganese,13.1,ug/L,Final,,10.0,,1708,Metals in Water by ICP-AES,STORET,
2019-11-18,09:54:00,2019-11-19,09:39:00,21OHIO_WQX-V07W06,,Water,Nickel,3.97,ug/L,Final,,2.0,,1708,200.8 ~ EPA; Metals in Waters by ICP/MS,STORET,
2019-11-18,09:54:00,2019-11-19,09:39:00,21OHIO_WQX-V07W06,,Water,Arsenic,,,Final,,2.0,Below Reporting Limit,1708,200.8 ~ EPA; Metals in Waters by ICP/MS,STORET,
2019-11-18,09:54:00,2019-11-19,09:39:00,21OHIO_WQX-V07W06,,Water,Potassium,14.0,mg/L,Final,,2.0,,1708,Metals in Water by ICP-AES,STORET,
2019-11-18,09:54:00,2019-11-19,09:39:00,21OHIO_WQX-V07W06,,Water,Lead,,,Final,,2.0,Below Reporting Limit,1708,200.8 ~ EPA; Metals in Waters by ICP/MS,STORET,
2019-11-18,09:54:00,2019-11-19,09:39:00,21OHIO_WQX-V07W06,,Water,Selenium,,,Final,,2.0,Below Reporting Limit,1708,200.8 ~ EPA; Metals in Waters by ICP/MS,STORET,
2019-11-18,09:54:00,2019-11-19,09:39:00,21OHIO_WQX-V07W06,,Water,Thallium,,,Final,,2.0,Below Reporting Limit,1708,200.8 ~ EPA; Metals in Waters by ICP/MS,STORET,
2019-11-18,09:54:00,2019-11-19,09:39:00,21OHIO_WQX-V07W06,,Water,Aluminum,,,Final,,200.0,Below Reporting Limit,1708,Metals in Water by ICP-AES,STORET,
2019-11-18,09:54:00,2019-11-19,09:39:00,21OHIO_WQX-V07W06,,Water,Total suspended solids,,,Final,,5.0,Below Reporting Limit,1708,2540 D ~ Total Suspended Solids in Water,STORET,
2019-11-18,09:54:00,2019-11-19,09:39:00,21OHIO_WQX-V07W06,,Water,Iron,64.6,ug/L,Final,,50.0,,1708,Metals in Water by ICP-AES,STORET,
2019-11-19,10:00:00,,,21OHIO_WQX-V07W06,,Water,Mercury,,,Final,,0.2,Below Reporting Limit,1708,Mercury in Water by CVAA,STORET,
2019-11-18,09:54:00,2019-11-19,09:39:00,21OHIO_WQX-V07W06,,Water,Potassium,14.0,mg/L,Final,,2.0,,1708,Metals in Water by ICP-AES,STORET,
2019-11-18,09:54:00,2019-11-19,09:39:00,21OHIO_WQX-V07W06,,Water,"Total Phosphorus, mixed forms",3.04,mg/L,Final,,0.05,,1708,Total Phosphorus After Block Digestion,STORET,
2019-11-18,09:54:00,2019-11-19,09:39:00,21OHIO_WQX-V07W06,,Water,Total dissolved solids,556.0,mg/L,Final,,10.0,,1708,2540 C ~ Total Dissolved Solids in Water,STORET,
2019-11-18,09:54:00,2019-11-19,09:39:00,21OHIO_WQX-V07W06,,Water,"Total Phosphorus, mixed forms",3.04,mg/L,Final,,0.05,,1708,Total Phosphorus After Block Digestion,STORET,
2019-11-18,09:54:00,2019-11-19,09:39:00,21OHIO_WQX-V07W06,,Water,Cadmium,,,Final,,0.2,Below Reporting Limit,1708,200.8 ~ EPA; Metals in Waters by ICP/MS,STORET,
2019-11-18,09:54:00,2019-11-19,09:39:00,21OHIO_WQX-V07W06,,Water,Manganese,13.1,ug/L,Final,,10.0,,1708,Metals in Water by ICP-AES,STORET,
2019-11-18,09:54:00,2019-11-19,09:39:00,21OHIO_WQX-V07W06,,Water,Ammonia,0.0536,mg/L,Final,,0.05,,1708,350.1 ~ EPA; Ammonia Nitrogen by Colorimetry,STORET,
2019-11-18,09:54:00,2019-11-19,09:39:00,21OHIO_WQX-V07W06,,Water,Magnesium,15.3,mg/L,Final,,1.0,,1708,Metals in Water by ICP-AES,STORET,
2019-11-19,10:00:00,,,21OHIO_WQX-V07W06,,Water,Cyanide,7.58,ug/L,Final,,3.0,,1708,D7237 ~ Free Cyanide & Aquatic Free Cyanide and Aquatic Free Cyanide w/flow,STORET,
2019-11-18,09:54:00,2019-11-19,09:39:00,21OHIO_WQX-V07W06,,Water,"Alkalinity, total",117.0,mg/L,Final,,5.0,,1708,Alkalinity by Titration,STORET,
2019-11-18,09:54:00,2019-11-19,09:39:00,21OHIO_WQX-V07W06,,Water,Strontium,947.0,ug/L,Final,,30.0,,1708,Metals in Water by ICP-AES,STORET,
2019-11-18,09:54:00,2019-11-19,09:39:00,21OHIO_WQX-V07W06,,Water,Thallium,,,Final,,2.0,Below Reporting Limit,1708,200.8 ~ EPA; Metals in Waters by ICP/MS,STORET,
2019-11-18,09:54:00,2019-11-19,09:39:00,21OHIO_WQX-V07W06,,Water,Aluminum,,,Final,,200.0,Below Reporting Limit,1708,Metals in Water by ICP-AES,STORET,
2019-11-18,09:54:00,2019-11-19,09:39:00,21OHIO_WQX-V07W06,,Water,Selenium,,,Final,,2.0,Below Reporting Limit,1708,200.8 ~ EPA; Metals in Waters by ICP/MS,STORET,
2019-11-18,09:54:00,2019-11-19,09:39:00,21OHIO_WQX-V07W06,,Water,"Carbonaceous biochemical oxygen demand, standard conditions",3.41,mg/L,Final,,2.0,,1708,5210 B ~ 5-Day Biochemical Oxygen Demand,STORET,
