location,month,characteristic,monthly_mean,monthly_median,n_samples
kansas_city,2012-12-01,Total dissolved solids,600.0,600.0,1
kansas_city,2013-01-01,Chloride,130.0,130.0,1
kansas_city,2013-01-01,Phosphorus,0.31,0.31,1
kansas_city,2013-01-01,Sulfate,140.0,140.0,1
kansas_city,2013-01-01,pH,7.949999999999999,7.949999999999999,2
kansas_city,2013-02-01,pH,8.4,8.4,1
kansas_city,2013-03-01,pH,8.025,8.0,4
kansas_city,2013-04-01,Chloride,75.0,75.0,1
kansas_city,2013-04-01,Phosphorus,0.4,0.4,1
kansas_city,2013-04-01,Sulfate,100.0,100.0,1
kansas_city,2013-05-01,pH,7.725,7.75,4
kansas_city,2013-06-01,pH,7.625,7.6,4
kansas_city,2013-07-01,Chloride,100.66666666666667,134.0,3
kansas_city,2013-07-01,Phosphorus,0.5,0.5,1
kansas_city,2013-07-01,Sulfate,47.9,47.2,3
kansas_city,2013-07-01,Total dissolved solids,493.0,493.0,2
kansas_city,2013-07-01,pH,7.7,7.7,5
kansas_city,2013-08-01,Chloride,91.95714285714287,104.0,7
kansas_city,2013-08-01,Sulfate,97.45714285714287,92.5,7
kansas_city,2013-08-01,Total dissolved solids,602.5714285714286,615.0,7
kansas_city,2013-08-01,pH,7.6,7.6,1
kansas_city,2013-09-01,pH,7.8,7.8,1
kansas_city,2013-10-01,Chloride,110.0,110.0,1
kansas_city,2013-10-01,Phosphorus,0.32,0.32,1
kansas_city,2013-10-01,Sulfate,110.0,110.0,1
kansas_city,2013-10-01,pH,7.8,7.8,1
kansas_city,2013-11-01,pH,8.05,8.05,2
kansas_city,2013-12-01,pH,7.7,7.7,1
kansas_city,2014-01-01,pH,7.9,7.9,1
kansas_city,2014-02-01,Chloride,110.0,110.0,1
kansas_city,2014-02-01,Phosphorus,0.44,0.44,1
kansas_city,2014-02-01,Sulfate,120.0,120.0,1
kansas_city,2014-04-01,pH,7.45,7.45,2
kansas_city,2014-05-01,Chloride,46.0,46.0,1
kansas_city,2014-05-01,Phosphorus,0.39,0.39,1
kansas_city,2014-05-01,Sulfate,61.0,61.0,1
kansas_city,2014-06-01,Chloride,109.03333333333335,77.5,3
kansas_city,2014-06-01,Sulfate,55.633333333333326,43.0,3
kansas_city,2014-06-01,Total dissolved solids,528.0,429.0,3
kansas_city,2014-07-01,Chloride,96.95,109.0,6
kansas_city,2014-07-01,Sulfate,90.39999999999999,94.8,6
kansas_city,2014-07-01,Total dissolved solids,645.0,632.5,6
kansas_city,2014-07-01,pH,7.5,7.5,1
kansas_city,2014-08-01,Chloride,88.0,88.0,1
kansas_city,2014-08-01,Phosphorus,0.42,0.42,1
kansas_city,2014-08-01,Sulfate,100.0,100.0,1
kansas_city,2014-08-01,pH,8.1,8.1,2
kansas_city,2014-10-01,pH,7.9,7.9,2
kansas_city,2014-11-01,Chloride,81.0,81.0,1
kansas_city,2014-11-01,Phosphorus,0.43,0.43,1
kansas_city,2014-11-01,Sulfate,76.0,76.0,1
kansas_city,2014-11-01,pH,8.1,8.1,1
kansas_city,2015-02-01,pH,8.1,8.1,1
kansas_city,2015-03-01,Chloride,130.0,130.0,1
kansas_city,2015-03-01,Phosphorus,0.33,0.33,1
kansas_city,2015-03-01,Sulfate,95.0,95.0,1
kansas_city,2015-04-01,pH,8.0,8.0,1
kansas_city,2015-05-01,pH,8.1,8.1,1
kansas_city,2015-06-01,Chloride,14.0,14.0,1
kansas_city,2015-06-01,Phosphorus,0.57,0.57,1
kansas_city,2015-06-01,Sulfate,37.0,37.0,1
kansas_city,2015-06-01,pH,7.8,7.8,1
kansas_city,2015-07-01,pH,8.05,8.05,4
kansas_city,2015-08-01,Chloride,91.92,99.8,5
kansas_city,2015-08-01,Sulfate,66.26,66.1,5
kansas_city,2015-08-01,Total dissolved solids,555.0,551.0,5
kansas_city,2015-08-01,pH,7.8,7.8,1
kansas_city,2015-09-01,Chloride,111.6,121.0,5
kansas_city,2015-09-01,Phosphorus,0.36,0.36,1
kansas_city,2015-09-01,Sulfate,95.86,97.7,5
kansas_city,2015-09-01,Total dissolved solids,652.75,658.0,4
kansas_city,2015-09-01,pH,7.7,7.7,5
kansas_city,2015-10-01,pH,8.0,8.0,1
kansas_city,2015-11-01,pH,7.8,7.8,1
kansas_city,2015-12-01,Chloride,54.0,54.0,1
kansas_city,2015-12-01,Phosphorus,0.4,0.4,1
kansas_city,2015-12-01,Sulfate,59.0,59.0,1
kansas_city,2016-01-01,Chloride,55.0,55.0,1
kansas_city,2016-01-01,Phosphorus,0.28,0.28,1
kansas_city,2016-01-01,Sulfate,99.0,99.0,1
kansas_city,2016-01-01,pH,8.0,8.0,1
kansas_city,2016-03-01,pH,7.9,7.9,1
kansas_city,2016-04-01,Chloride,86.0,86.0,1
kansas_city,2016-04-01,Phosphorus,0.1,0.1,1
kansas_city,2016-04-01,Sulfate,110.0,110.0,1
kansas_city,2016-04-01,pH,7.9,7.9,1
kansas_city,2016-05-01,pH,8.1,8.1,1
kansas_city,2016-06-01,pH,7.8,7.8,1
kansas_city,2016-07-01,Chloride,74.0,74.0,1
kansas_city,2016-07-01,Phosphorus,0.32,0.32,1
kansas_city,2016-07-01,Sulfate,91.0,91.0,1
kansas_city,2016-07-01,pH,7.9,7.9,1
kansas_city,2016-08-01,pH,7.779999999999999,7.7,5
kansas_city,2016-09-01,Chloride,85.96666666666665,58.7,3
kansas_city,2016-09-01,Sulfate,47.099999999999994,31.8,3
kansas_city,2016-09-01,Total dissolved solids,429.6666666666667,348.0,3
kansas_city,2016-09-01,pH,7.8,7.8,1
kansas_city,2016-10-01,Chloride,84.08571428571429,91.0,7
kansas_city,2016-10-01,Phosphorus,0.34,0.34,1
kansas_city,2016-10-01,Sulfate,84.11428571428571,80.2,7
kansas_city,2016-10-01,Total dissolved solids,567.8333333333334,568.5,6
kansas_city,2016-10-01,pH,8.0,8.0,1
kansas_city,2016-12-01,pH,7.2,7.2,1
kansas_city,2017-01-01,pH,8.0,8.0,1
kansas_city,2017-02-01,pH,8.1,8.1,1
kansas_city,2017-04-01,pH,8.1,8.1,1
kansas_city,2017-05-01,pH,7.959999999999999,7.9,5
kansas_city,2017-06-01,pH,7.8,7.8,1
kansas_city,2017-07-01,pH,7.92,7.9,5
kansas_city,2017-08-01,pH,7.8,7.8,1
kansas_city,2017-09-01,pH,7.65,7.65,2
kansas_city,2017-10-01,Chloride,52.7,52.7,1
kansas_city,2017-10-01,Sulfate,34.7,34.7,1
kansas_city,2017-10-01,Total dissolved solids,343.0,343.0,1
kansas_city,2017-10-01,pH,7.8,7.8,1
kansas_city,2017-11-01,pH,7.7,7.7,1
kansas_city,2018-02-01,pH,7.9,7.9,1
kansas_city,2018-03-01,pH,8.149999999999999,8.149999999999999,2
kansas_city,2018-04-01,pH,7.8,7.8,1
kansas_city,2018-05-01,pH,8.15,8.15,2
kansas_city,2018-06-01,pH,7.566666666666666,7.7,3
kansas_city,2018-07-01,pH,7.6,7.6,1
kansas_city,2018-08-01,pH,7.949999999999999,7.949999999999999,2
kansas_city,2018-09-01,pH,7.933333333333334,8.0,3
kansas_city,2018-10-01,pH,7.8,7.8,1
kansas_city,2018-11-01,pH,8.0,8.0,1
kansas_city,2018-12-01,pH,7.0,7.0,1
kansas_city,2019-02-01,pH,8.0,8.0,1
kansas_city,2019-04-01,pH,8.0,8.0,1
kansas_city,2019-05-01,pH,7.9,7.9,1
kansas_city,2019-06-01,pH,7.8,7.8,1
kansas_city,2019-07-01,pH,7.5,7.5,1
kansas_city,2019-08-01,pH,7.6,7.6,1
kansas_city,2019-09-01,pH,7.833333333333333,7.8,3
kansas_city,2019-10-01,pH,7.5,7.5,1
kansas_city,2019-11-01,pH,7.4,7.4,1
kansas_city,2020-06-01,pH,7.5,7.5,1
kansas_city,2020-07-01,pH,7.6,7.6,2
kansas_city,2020-08-01,pH,7.1,7.1,1
kansas_city,2020-09-01,pH,7.8,7.8,2
kansas_city,2020-10-01,pH,7.5,7.5,1
memphis,2011-01-01,Chloride,25.425,26.0,4
memphis,2011-01-01,Phosphorus,0.18,0.18,4
memphis,2011-01-01,Sulfate,20.916666666666668,18.5,12
memphis,2011-02-01,Chloride,32.125,23.0,4
memphis,2011-02-01,Phosphorus,0.14636363636363636,0.14,11
memphis,2011-02-01,Sulfate,24.48888888888889,11.0,9
memphis,2011-03-01,Chloride,4.62,5.5,5
memphis,2011-03-01,Phosphorus,0.16571428571428573,0.15500000000000003,14
memphis,2011-03-01,Sulfate,13.441666666666668,8.35,12
memphis,2011-03-01,Total dissolved solids,81.0,81.0,2
memphis,2011-04-01,Chloride,3.12,2.7,5
memphis,2011-04-01,Phosphorus,0.24166666666666667,0.22999999999999998,6
memphis,2011-04-01,Sulfate,5.6000000000000005,5.4,6
memphis,2011-04-01,pH,6.5,6.5,4
memphis,2011-05-01,Chloride,5.866666666666666,4.7,3
memphis,2011-05-01,Phosphorus,0.18636363636363634,0.14,11
memphis,2011-05-01,Sulfate,10.077777777777778,6.6,9
memphis,2011-05-01,Total dissolved solids,87.5,87.5,2
memphis,2011-05-01,pH,7.575,7.55,4
memphis,2011-06-01,Chloride,5.3,5.5,5
memphis,2011-06-01,Phosphorus,0.19657142857142856,0.1145,14
memphis,2011-06-01,Sulfate,15.881818181818181,9.7,11
memphis,2011-06-01,Total dissolved solids,103.0,103.0,2
memphis,2011-06-01,pH,6.6,6.6,1
memphis,2011-07-01,Chloride,5.616666666666667,6.15,6
memphis,2011-07-01,Phosphorus,0.20784615384615385,0.21,13
memphis,2011-07-01,Sulfate,7.2,6.8,5
memphis,2011-08-01,Chloride,6.728571428571429,6.5,7
memphis,2011-08-01,Phosphorus,0.19046666666666667,0.22,15
memphis,2011-08-01,Sulfate,6.833333333333333,5.85,6
memphis,2011-08-01,pH,6.0625,6.1,8
memphis,2011-09-01,Chloride,6.866666666666667,7.6,6
memphis,2011-09-01,Phosphorus,1.187642857142857,0.185,14
memphis,2011-09-01,Sulfate,9.216666666666667,10.5,6
memphis,2011-09-01,Total dissolved solids,61.0,61.0,1
memphis,2011-10-01,Chloride,9.625,9.5,4
memphis,2011-10-01,Phosphorus,0.22066666666666668,0.24,9
memphis,2011-10-01,Sulfate,10.4,11.0,3
memphis,2011-11-01,Chloride,8.3,7.85,4
memphis,2011-11-01,Phosphorus,0.22636363636363638,0.16,11
memphis,2011-11-01,Sulfate,11.066666666666668,13.0,3
memphis,2011-12-01,Chloride,7.824999999999999,7.199999999999999,4
memphis,2011-12-01,Phosphorus,0.18380000000000002,0.16,15
memphis,2011-12-01,Sulfate,9.85,10.2,4
memphis,2011-12-01,Total dissolved solids,59.0,59.0,1
memphis,2012-01-01,Chloride,2.75,2.75,2
memphis,2012-01-01,Phosphorus,0.18923076923076923,0.19,13
memphis,2012-01-01,Sulfate,4.866666666666666,4.7,3
memphis,2012-02-01,Chloride,7.6,7.6,4
memphis,2012-02-01,Phosphorus,0.18999999999999997,0.16,11
memphis,2012-02-01,Sulfate,11.933333333333332,13.0,3
memphis,2012-03-01,Chloride,9.225,8.85,4
memphis,2012-03-01,Phosphorus,0.194,0.16,14
memphis,2012-03-01,Sulfate,13.275,13.7,4
memphis,2012-03-01,Total dissolved solids,61.0,61.0,1
memphis,2012-04-01,Chloride,8.35,8.85,4
memphis,2012-04-01,Phosphorus,0.17266666666666666,0.16,9
memphis,2012-04-01,Sulfate,10.0,10.0,3
memphis,2012-05-01,Chloride,3.7,3.7,1
memphis,2012-05-01,Phosphorus,0.22412500000000002,0.235,8
memphis,2012-06-01,Chloride,8.166666666666666,9.0,3
memphis,2012-06-01,Phosphorus,0.21046153846153848,0.16,13
memphis,2012-06-01,Sulfate,5.52,6.2,5
memphis,2012-06-01,Total dissolved solids,62.0,62.0,2
memphis,2012-07-01,pH,6.075,6.05,4
memphis,2012-08-01,Chloride,7.3,7.7,3
memphis,2012-08-01,Phosphorus,0.20333333333333334,0.22,3
memphis,2012-08-01,Sulfate,6.766666666666667,6.2,3
memphis,2012-08-01,pH,6.225,6.25,4
memphis,2012-09-01,Phosphorus,0.12000000000000001,0.12000000000000001,2
memphis,2012-09-01,Sulfate,9.9,9.9,2
memphis,2012-09-01,Total dissolved solids,115.0,115.0,2
memphis,2012-10-01,Chloride,7.35,7.35,2
memphis,2012-10-01,Phosphorus,0.27,0.27,2
memphis,2012-10-01,Sulfate,8.649999999999999,8.649999999999999,2
memphis,2012-12-01,Chloride,31.400000000000002,40.0,3
memphis,2012-12-01,Phosphorus,0.238,0.22,5
memphis,2012-12-01,Sulfate,5.84,5.0,5
memphis,2012-12-01,Total dissolved solids,114.5,114.5,2
memphis,2013-02-01,Chloride,5.8999999999999995,6.2,3
memphis,2013-02-01,Phosphorus,0.25,0.25,3
memphis,2013-02-01,Sulfate,10.200000000000001,11.0,3
memphis,2013-03-01,Phosphorus,0.18,0.18,2
memphis,2013-03-01,Sulfate,3.85,3.85,2
memphis,2013-03-01,Total dissolved solids,79.5,79.5,2
memphis,2013-05-01,Chloride,5.5,5.5,1
memphis,2013-05-01,Phosphorus,0.31,0.31,1
memphis,2013-05-01,Sulfate,7.1,7.1,1
memphis,2013-06-01,Chloride,4.5,4.5,2
memphis,2013-06-01,Phosphorus,0.19925,0.199,4
memphis,2013-06-01,Sulfate,7.325,7.85,4
memphis,2013-06-01,Total dissolved solids,94.0,94.0,2
memphis,2013-07-01,Phosphorus,0.30666666666666664,0.34,6
memphis,2013-08-01,Chloride,6.6,6.6,2
memphis,2013-08-01,Phosphorus,0.26571428571428574,0.25,7
memphis,2013-08-01,Sulfate,7.35,7.35,2
memphis,2013-08-01,pH,6.13125,6.15,16
memphis,2013-09-01,Chloride,15.735,15.735,1
memphis,2013-09-01,Phosphorus,0.19785714285714287,0.21,7
memphis,2013-09-01,Specific conductance,372.0,372.0,1
memphis,2013-09-01,Sulfate,29.4905,29.4905,2
memphis,2013-09-01,Total dissolved solids,220.0,220.0,1
memphis,2013-10-01,Chloride,7.833333333333333,6.9,3
memphis,2013-10-01,Phosphorus,0.195,0.20500000000000002,8
memphis,2013-10-01,Sulfate,7.066666666666666,6.8,3
memphis,2013-11-01,Phosphorus,0.26166666666666666,0.225,6
memphis,2013-11-01,pH,6.375,6.5,4
memphis,2013-12-01,Phosphorus,0.304,0.31,5
memphis,2013-12-01,Sulfate,6.9,6.9,1
memphis,2013-12-01,Total dissolved solids,120.0,120.0,1
memphis,2013-12-01,pH,6.2,6.2,4
memphis,2014-01-01,Phosphorus,0.3016666666666667,0.32,6
memphis,2014-02-01,Chloride,9.8,9.8,2
memphis,2014-02-01,Phosphorus,0.31,0.32,5
memphis,2014-02-01,Sulfate,10.8,10.8,2
memphis,2014-02-01,pH,6.25,6.300000000000001,4
memphis,2014-04-01,Phosphorus,0.25666666666666665,0.24,6
memphis,2014-04-01,pH,6.2,6.199999999999999,4
memphis,2014-05-01,Phosphorus,0.21666666666666667,0.19,6
memphis,2014-06-01,Phosphorus,0.20142857142857146,0.2,7
memphis,2014-06-01,Sulfate,4.1,4.1,1
memphis,2014-06-01,Total dissolved solids,72.0,72.0,1
memphis,2014-06-01,pH,6.225,6.3,4
memphis,2014-07-01,Chloride,11.93125,13.0,4
memphis,2014-07-01,Phosphorus,0.24,0.23,3
memphis,2014-07-01,Specific conductance,132.8,132.8,1
memphis,2014-07-01,Sulfate,18.0625,20.5,4
memphis,2014-08-01,pH,6.2250000000000005,6.15,12
memphis,2014-09-01,Phosphorus,0.10350000000000001,0.10350000000000001,2
memphis,2014-10-01,pH,7.8,7.8,1
memphis,2014-11-01,pH,6.6,6.3,5
memphis,2014-12-01,pH,6.459999999999999,6.2,5
memphis,2015-01-01,Chloride,7.7,8.7,3
memphis,2015-01-01,Phosphorus,0.2084,0.23,5
memphis,2015-01-01,Sulfate,9.6,11.0,3
memphis,2015-01-01,pH,7.7,7.7,1
memphis,2015-02-01,pH,6.3,6.25,4
memphis,2015-03-01,pH,7.6,7.6,2
memphis,2015-04-01,pH,6.35,6.35,4
memphis,2015-05-01,pH,7.5,7.5,1
memphis,2015-06-01,Phosphorus,0.19333333333333333,0.11,3
memphis,2015-06-01,Sulfate,24.95,24.95,2
memphis,2015-06-01,Total dissolved solids,185.0,185.0,2
memphis,2015-06-01,pH,6.459999999999999,6.6,5
memphis,2015-07-01,Phosphorus,0.08771428571428572,0.042,7
memphis,2015-07-01,Sulfate,32.0,32.0,1
memphis,2015-07-01,Total dissolved solids,210.0,210.0,1
memphis,2015-07-01,pH,7.65,7.65,4
memphis,2015-08-01,Phosphorus,0.13199999999999998,0.083,7
memphis,2015-08-01,Sulfate,34.0,34.0,1
memphis,2015-08-01,Total dissolved solids,140.0,140.0,1
memphis,2015-08-01,pH,6.375,6.4,12
memphis,2015-09-01,Phosphorus,0.13466666666666666,0.13,9
memphis,2015-09-01,Sulfate,23.0,13.0,3
memphis,2015-09-01,Total dissolved solids,165.33333333333334,160.0,3
memphis,2015-09-01,pH,7.8,7.8,1
memphis,2015-10-01,Phosphorus,0.17833333333333334,0.16499999999999998,6
memphis,2015-10-01,pH,6.58,6.4,5
memphis,2015-11-01,Phosphorus,0.39999999999999997,0.43000000000000005,6
memphis,2015-11-01,pH,8.1,8.1,1
memphis,2015-12-01,Phosphorus,0.19555555555555557,0.17,9
memphis,2015-12-01,Sulfate,17.233333333333334,7.0,3
memphis,2015-12-01,Total dissolved solids,74.0,75.0,3
memphis,2015-12-01,pH,6.666666666666667,6.6,3
memphis,2016-01-01,Phosphorus,0.20857142857142857,0.16,7
memphis,2016-01-01,Sulfate,25.0,25.0,1
memphis,2016-01-01,Total dissolved solids,130.0,130.0,1
memphis,2016-01-01,pH,7.6,7.6,1
memphis,2016-02-01,Phosphorus,0.152,0.16,5
memphis,2016-02-01,pH,6.533333333333334,6.5,3
memphis,2016-03-01,Phosphorus,0.197,0.225,10
memphis,2016-03-01,Sulfate,17.166666666666668,14.0,3
memphis,2016-03-01,Total dissolved solids,128.0,130.0,3
memphis,2016-03-01,pH,7.3,7.3,1
memphis,2016-04-01,Phosphorus,0.1510877192982456,0.14,57
memphis,2016-04-01,Sulfate,51.0,51.0,1
memphis,2016-04-01,Total dissolved solids,260.0,260.0,1
memphis,2016-04-01,pH,6.659999999999999,6.6,5
memphis,2016-05-01,Phosphorus,0.16377777777777777,0.12,9
memphis,2016-05-01,Sulfate,45.0,45.0,1
memphis,2016-05-01,Total dissolved solids,240.0,240.0,1
memphis,2016-05-01,pH,7.3,7.3,1
memphis,2016-06-01,Phosphorus,0.09925,0.10350000000000001,8
memphis,2016-06-01,Sulfate,5.45,5.45,2
memphis,2016-06-01,Total dissolved solids,104.0,104.0,2
memphis,2016-06-01,pH,6.659999999999999,6.7,5
memphis,2016-07-01,Phosphorus,0.20727272727272725,0.21,11
memphis,2016-07-01,Sulfate,29.75,29.75,2
memphis,2016-07-01,Total dissolved solids,250.0,250.0,1
memphis,2016-07-01,pH,7.7,7.7,1
memphis,2016-08-01,Phosphorus,0.2918181818181818,0.22,11
memphis,2016-08-01,Sulfate,24.03333333333333,23.0,3
memphis,2016-08-01,Total dissolved solids,167.33333333333334,200.0,3
memphis,2016-08-01,pH,6.5,6.4,13
memphis,2016-09-01,Phosphorus,0.28022222222222226,0.21,9
memphis,2016-09-01,Sulfate,30.5,30.5,2
memphis,2016-09-01,Total dissolved solids,235.0,235.0,2
memphis,2016-09-01,pH,7.9,7.9,1
memphis,2016-10-01,Phosphorus,0.1872,0.15000000000000002,10
memphis,2016-10-01,Sulfate,38.5,38.5,2
memphis,2016-10-01,Total dissolved solids,275.0,275.0,2
memphis,2016-10-01,pH,6.42,6.5,5
memphis,2016-11-01,Phosphorus,0.2299,0.16,10
memphis,2016-11-01,Sulfate,14.3,14.3,2
memphis,2016-11-01,Total dissolved solids,157.0,157.0,2
memphis,2016-12-01,Phosphorus,0.46444444444444444,0.51,9
memphis,2016-12-01,Sulfate,3.05,3.05,2
memphis,2016-12-01,Total dissolved solids,102.0,102.0,2
memphis,2016-12-01,pH,6.375,6.4,4
memphis,2017-01-01,Phosphorus,0.24727272727272728,0.23,11
memphis,2017-01-01,Sulfate,15.700000000000001,7.0,3
memphis,2017-01-01,Total dissolved solids,103.33333333333333,120.0,3
memphis,2017-01-01,pH,6.6,6.6,1
memphis,2017-02-01,Phosphorus,1.0300000000000002,0.12,9
memphis,2017-02-01,Sulfate,9.6,9.6,1
memphis,2017-02-01,Total dissolved solids,140.0,140.0,1
memphis,2017-02-01,pH,6.659999999999999,6.6,5
memphis,2017-03-01,Phosphorus,0.17033333333333334,0.15,9
memphis,2017-03-01,Sulfate,7.8,7.8,1
memphis,2017-03-01,Total dissolved solids,110.0,110.0,1
memphis,2017-03-01,pH,8.1,8.1,1
memphis,2017-04-01,Phosphorus,0.28700000000000003,0.24,8
memphis,2017-04-01,Sulfate,3.9,3.9,1
memphis,2017-04-01,Total dissolved solids,98.0,98.0,1
memphis,2017-04-01,pH,6.0,6.199999999999999,4
memphis,2017-05-01,Phosphorus,0.2281818181818182,0.2,11
memphis,2017-05-01,Sulfate,4.2,4.2,2
memphis,2017-05-01,Total dissolved solids,73.5,73.5,2
memphis,2017-05-01,pH,6.4,6.300000000000001,10
memphis,2017-06-01,Phosphorus,0.4086666666666667,0.36,9
memphis,2017-06-01,Sulfate,3.2,3.2,1
memphis,2017-06-01,Total dissolved solids,87.0,87.0,1
memphis,2017-06-01,pH,6.685714285714285,6.7,7
memphis,2017-08-01,pH,6.441666666666666,6.4,12
memphis,2017-09-01,Phosphorus,0.10704999999999999,0.10704999999999999,2
memphis,2017-09-01,Sulfate,9.870000000000001,9.870000000000001,2
memphis,2017-09-01,Total dissolved solids,122.0,122.0,2
memphis,2017-09-01,pH,6.94,6.949999999999999,20
memphis,2017-10-01,pH,8.1,8.1,1
memphis,2017-11-01,Phosphorus,0.10935,0.10935,2
memphis,2017-11-01,Sulfate,10.219999999999999,10.219999999999999,2
memphis,2017-11-01,Total dissolved solids,128.0,128.0,2
memphis,2017-11-01,pH,7.066666666666666,6.9,3
memphis,2018-01-01,pH,8.2,8.2,1
memphis,2018-02-01,pH,7.9,7.9,1
memphis,2018-03-01,pH,8.4,8.4,1
memphis,2018-04-01,Phosphorus,0.1225,0.1225,2
memphis,2018-04-01,Sulfate,5.99,5.99,2
memphis,2018-04-01,Total dissolved solids,102.0,102.0,2
memphis,2018-06-01,pH,7.7,7.7,1
memphis,2018-07-01,Chloride,5.46325,5.62,4
memphis,2018-07-01,Phosphorus,0.20522,0.20950000000000002,10
memphis,2018-07-01,Specific conductance,100.9,100.9,1
memphis,2018-07-01,Sulfate,5.945,6.845,4
memphis,2018-07-01,Total dissolved solids,88.5,88.5,2
memphis,2018-08-01,Chloride,7.8999999999999995,7.3,3
memphis,2018-08-01,Phosphorus,0.2058888888888889,0.184,9
memphis,2018-08-01,Sulfate,7.043333333333334,6.44,3
memphis,2018-08-01,Total dissolved solids,58.0,58.0,1
memphis,2018-08-01,pH,6.408333333333334,6.35,12
memphis,2018-09-01,Phosphorus,0.2668333333333333,0.2005,6
memphis,2018-09-01,Total dissolved solids,61.0,61.0,1
memphis,2018-10-01,Phosphorus,0.24486666666666668,0.237,9
memphis,2018-10-01,Sulfate,8.263333333333334,7.99,3
memphis,2018-10-01,Total dissolved solids,55.0,55.0,1
memphis,2018-10-01,pH,7.050000000000001,7.050000000000001,2
memphis,2018-11-01,Chloride,7.31,7.63,3
memphis,2018-11-01,Phosphorus,0.2869333333333333,0.216,9
memphis,2018-11-01,Sulfate,8.299999999999999,8.7,3
memphis,2018-11-01,Total dissolved solids,52.0,52.0,2
memphis,2018-12-01,Chloride,3.4766666666666666,3.48,3
memphis,2018-12-01,Phosphorus,0.323875,0.3405,8
memphis,2018-12-01,Sulfate,4.243333333333333,4.24,3
memphis,2018-12-01,Total dissolved solids,60.0,60.0,1
memphis,2019-01-01,Chloride,5.6,5.6,1
memphis,2019-01-01,Phosphorus,0.35014285714285714,0.215,7
memphis,2019-01-01,Sulfate,6.36,6.36,1
memphis,2019-01-01,Total dissolved solids,65.0,65.0,1
memphis,2019-02-01,Phosphorus,0.15775,0.1585,4
memphis,2019-03-01,Phosphorus,0.194,0.195,4
memphis,2019-04-01,Phosphorus,0.364575,0.352,4
memphis,2019-05-01,Phosphorus,0.1474,0.138,5
memphis,2019-06-01,Phosphorus,0.13762000000000002,0.128,5
memphis,2019-06-01,Total dissolved solids,89.0,89.0,1
memphis,2019-06-01,pH,6.720000000000001,6.7,5
memphis,2019-08-01,Phosphorus,0.1565,0.1565,2
memphis,2019-08-01,Total dissolved solids,68.0,68.0,2
memphis,2019-08-01,pH,6.575,6.65,8
memphis,2019-09-01,pH,7.5,7.5,1
memphis,2019-11-01,Phosphorus,0.253,0.253,2
memphis,2019-11-01,Total dissolved solids,68.5,68.5,2
memphis,2020-01-01,Phosphorus,0.209,0.209,1
memphis,2020-01-01,Total dissolved solids,46.0,46.0,1
memphis,2020-07-01,Phosphorus,0.0857,0.07120000000000001,6
memphis,2020-08-01,Phosphorus,0.14833333333333334,0.161,3
memphis,2020-08-01,Total dissolved solids,108.5,108.5,2
memphis,2020-08-01,pH,6.6875,6.65,8
memphis,2020-09-01,Phosphorus,0.11497142857142857,0.0974,7
memphis,2020-10-01,Phosphorus,0.14716666666666667,0.1575,6
memphis,2020-10-01,Total dissolved solids,125.5,125.5,2
memphis,2020-11-01,Phosphorus,0.1252285714285714,0.101,7
memphis,2020-12-01,Phosphorus,0.15563333333333332,0.124,6
memphis,2021-01-01,Phosphorus,0.22083333333333333,0.2005,6
memphis,2021-02-01,Phosphorus,0.16633333333333333,0.121,3
memphis,2021-02-01,Total dissolved solids,111.5,111.5,2
memphis,2021-03-01,Phosphorus,0.1466,0.1385,10
memphis,2021-04-01,Phosphorus,0.13143333333333332,0.1295,6
memphis,2021-05-01,Phosphorus,0.11203333333333333,0.0912,9
memphis,2021-05-01,Total dissolved solids,132.0,132.0,2
memphis,2021-06-01,Phosphorus,0.14055714285714285,0.114,7
memphis,2021-07-01,Chloride,3.43,3.43,2
memphis,2021-07-01,Phosphorus,0.22047777777777777,0.226,9
memphis,2021-07-01,Total dissolved solids,135.8111111111111,123.0,9
memphis,2021-08-01,Chloride,7.95,7.95,1
memphis,2021-08-01,Phosphorus,0.32468888888888886,0.13,9
memphis,2021-08-01,Total dissolved solids,176.88888888888889,172.0,9
memphis,2021-08-01,pH,6.357142857142857,6.2,7
memphis,2021-09-01,Chloride,12.7,12.7,1
memphis,2021-09-01,Phosphorus,0.1937888888888889,0.15,9
memphis,2021-09-01,Total dissolved solids,157.55555555555554,168.0,9
memphis,2021-10-01,Chloride,4.72,4.72,1
memphis,2021-10-01,Phosphorus,0.23835555555555554,0.21,9
memphis,2021-10-01,Total dissolved solids,144.33333333333334,125.0,9
memphis,2021-11-01,Chloride,4.05,4.05,1
memphis,2021-11-01,Phosphorus,0.52041,0.20750000000000002,10
memphis,2021-11-01,Total dissolved solids,133.2,149.0,10
memphis,2021-12-01,Chloride,6.14,6.14,1
memphis,2021-12-01,Phosphorus,0.33135,0.3275,8
memphis,2021-12-01,Total dissolved solids,171.375,165.5,8
riverview,2012-01-01,Chloride,28.7,28.7,1
riverview,2012-01-01,Specific conductance,491.65,491.65,2
riverview,2012-01-01,Sulfate,65.8,65.8,2
riverview,2012-01-01,Total dissolved solids,298.0,298.0,1
riverview,2012-02-01,Sulfate,67.0,67.0,1
riverview,2012-03-01,Chloride,33.0,32.0,3
riverview,2012-03-01,Sulfate,24.0,24.0,4
riverview,2012-03-01,Total dissolved solids,195.33333333333334,188.0,3
riverview,2012-04-01,Chloride,32.4,32.4,2
riverview,2012-04-01,Specific conductance,485.3,485.3,2
riverview,2012-04-01,Sulfate,47.4,53.0,3
